,,,
Referrer,Count,Label,Types
P8632,3,Book Marks ID'@en,Wikidata property to identify books'@en
P8774,3,MTMT journal ID'@en,Wikidata property for authority control for academic journals'@en
P8787,3,UAF person ID'@en,"Wikidata property for authority control for athletics competitors'@en,'Wikidata property for an identifier that suggests notability'@en"
P880,3,CPU'@en,Wikidata property for items about computer hardware'@en
P882,3,FIPS 6-4'@en,Wikidata property for authority control for administrative subdivisions'@en
P8917,3,SKD ID'@en,Wikidata property to identify artworks'@en
P8922,3,Amsterdam Museum ID'@en,Wikidata property to identify artworks'@en
P8978,3,DBLP publication ID'@en,"Wikidata property for authority control for works'@en,'Wikidata property for items about scholarly articles'@en"
P8999,3,Lexikon zum Literatur- und Kulturbetrieb im Österreich der Zwischenkriegszeit ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to literature'@en"
P9012,3,Podtail show ID'@en,Wikidata property to identify podcasts'@en
P9032,3,AVN movie ID'@en,"Wikidata property to identify films'@en,'Wikidata property related to erotica or pornography'@en"
P9048,3,Biographical Archive of Psychiatry ID'@en,Wikidata property for authority control for people'@en
P9078,3,Discord invite ID'@en,"Wikidata qualifier'@en,'Wikidata property for an identifier'@en,'Wikidata property related to online communities'@en,'Wikidata property for an identifier that does not imply notability'@en,'Wikidata property for an identifier with restricted access'@en"
P9095,3,Kunstmuseum Basel ID'@en,Wikidata property to identify artworks'@en
P9118,3,Family Video Game Database ID'@en,Wikidata property to identify video games'@en
P9130,3,CompositionToday composers showcase ID'@en,Wikidata property to identify composers'@en
P9135,3,WreckSite ID'@en,"Wikidata property related to maritime and inland waterway transport'@en,'Wikidata property for an identifier that does not imply notability'@en"
P9149,3,coordinates of depicted place'@en,Wikidata property to indicate a location'@en
P915,3,filming location'@en,"Wikidata property for specifying the location of an event'@en,'Wikidata property for items about films'@en"
P9212,3,Dizionario biografico online degli anarchici italiani ID'@en,Wikidata property related to biographical dictionaries'@en
P9240,3,Encyclopedia of Seventh-day Adventists ID'@en,Wikidata property related to encyclopedias'@en
P9249,3,Nauvoo Community Project ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property for an identifier that does not imply notability'@en,'Wikidata property related to The Church of Jesus Christ of Latter-day Saints'@en"
P927,3,anatomical location'@en,"transitive property'@en,'Wikidata property related to medicine'@en"
P9280,3,Museum of the Jewish People at Beit Hatfutsot ID'@en,"Wikidata property related to museums'@en,'Wikidata property for an identifier'@en,'Wikidata property related to genealogy'@en,'Wikidata property related to Judaism and the Jewish people'@en"
P9371,3,FranceArchives agent ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to archives'@en"
P9399,3,athletics.lv athlete ID'@en,"Wikidata property for authority control for athletics competitors'@en,'Wikidata property for an identifier that suggests notability'@en"
P9442,3,Indigenous Lands in Brazil ID'@en,Wikidata property for authority control for places'@en
P9469,3,Singers.com ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to music'@en"
P9484,3,J! Archive player ID'@en,Wikidata property for authority control for people'@en
P9495,3,National Historical Museums of Sweden ID'@en,"Wikidata property for authority control for cultural heritage'@en,'Wikidata property for authority control for people'@en,'Wikidata property to identify organizations'@en"
P9511,3,am.hayazg.info ID'@en,"Wikidata property linking to external MediaWiki wiki'@en,'Wikidata property related to biographical dictionaries'@en"
P9578,3,SOUNZ work ID'@en,Wikidata property to identify musical works'@en
P9675,3,MediaWiki page ID'@en,"Wikidata qualifier'@en,'Wikidata property related to online communities'@en,'numeric ID'@en"
P9688,3,author last names'@en,Wikidata property to indicate a name'@en
P9802,3,Penguin Random House author ID'@en,"Wikidata property for authority control for writers'@en,'Wikidata property for an identifier that suggests notability'@en"
P982,3,MusicBrainz area ID'@en,"Wikidata property for authority control for places'@en,'Wikidata property for authority control, with reciprocal use of Wikidata'@en"
P9862,3,Encyclopaedia of Islam (second edition) ID'@en,"Wikidata property related to encyclopedias'@en,'Wikidata property related to Islam'@en"
P9876,3,Endemia.nc animal taxon ID'@en,"Wikidata property to identify taxa'@en,'Wikidata property related to animals and zoology'@en"
P990,3,audio recording of the subject\'s spoken voice'@en,"Wikidata property for items about people'@en,'Wikidata property to link to Commons'@en,'Wikidata property encoding a vCard value'@en"
P9903,3,All.Rugby player ID'@en,"Wikidata property for authority control for rugby union players'@en,'Wikidata property for an identifier that suggests notability'@en"
P9907,3,swisscovery edition ID'@en,"Wikidata property for items about works'@en,'Wikidata property to identify books'@en"
P9938,3,Densho Encyclopedia ID'@en,Wikidata property related to encyclopedias'@en
P998,3,Curlie ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to online communities'@en"
P9982,3,IGI Global Dictionary ID'@en,"Wikidata property related to subject dictionaries'@en,'Wikidata property for an identifier'@en"
P9988,3,Bat Sheva Archive ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to art'@en"
P10039,2,Musées Nationaux Recuperation ID'@en,Wikidata property for authority control for cultural heritage'@en
P10097,2,7 Days person ID'@en,Wikidata property for authority control for people'@en
P1012,2,including'@en,"Wikidata qualifier'@en,'non-restrictive qualifier'@en,'restrictive qualifier'@en"
P10124,2,Database of Czech librarians ID'@en,Wikidata property for authority control for people'@en
P10149,2,Original Esperanto Literature author ID'@en,Wikidata property for authority control for writers'@en
P1017,2,Vatican Library ID (former scheme)'@en,"Wikidata property for a former identification scheme'@en,'Wikidata property for authority control for people'@en,'Wikidata property related to Catholicism and the Catholic Church'@en"
P10187,2,JSTOR artwork ID'@en,Wikidata property to identify artworks'@en
P102,2,member of political party'@en,Wikidata property for items about people'@en
P10225,2,official shop URL'@en,"Wikidata property related to e-commerce'@en,'Wikidata property related to websites'@en"
P10242,2,Lur Encyclopedic Dictionary ID'@en,"Wikidata property related to subject dictionaries'@en,'Wikidata property for an identifier'@en,'Wikidata property for lexemes'@en,'Wikidata property related to encyclopedias'@en"
P10265,2,Senators of Spain (1834-1923) ID'@en,Wikidata property for authority control for politicians'@en
P10270,2,Hermitage Museum work ID'@en,Wikidata property to identify artworks'@en
P1028,2,donated by'@en,"Wikidata property for items about works'@en,'Wikidata property related to art'@en"
P10304,2,Apple Podcasts podcast episode ID'@en,Wikidata property to identify podcast episodes'@en
P10312,2,AAGM artwork ID'@en,"Wikidata property related to museums'@en,'Wikidata property for an identifier'@en,'Wikidata property to identify artworks'@en"
P10317,2,Artland gallery ID'@en,"Wikidata property to identify organizations'@en,'Wikidata property related to art'@en"
P10370,2,Labyrinth database ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property to identify organizations'@en"
P10392,2,INPA park ID'@en,Wikidata property for authority control for protected areas'@en
P10393,2,Riot Pixels game ID'@en,"Wikidata property to identify video games'@en,'Wikidata property for an identifier that suggests notability'@en,'Wikidata property related to video game news websites'@en"
P10395,2,Strongman Archives athlete ID'@en,"Wikidata property for an identifier that suggests notability'@en,'Wikidata property for authority control for sports people'@en"
P10414,2,iXBT Games ID'@en,"Wikidata property to identify video games'@en,'Wikidata property for an identifier that suggests notability'@en,'Wikidata property related to video game news websites'@en"
P10430,2,HockeySlovakia.sk player ID'@en,Wikidata property for authority control for ice hockey players'@en
P10437,2,GoHa.ru ID'@en,"Wikidata property to identify video games'@en,'Wikidata property related to video game news websites'@en"
P10458,2,Podchaser episode ID'@en,Wikidata property to identify podcast episodes'@en
P10465,2,CiteSeerX person ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property for an identifier that does not imply notability'@en,'Wikidata property related to research'@en"
P10485,2,Official Internet Portal of Legal Information ID'@en,"Wikidata property for authority control for works'@en,'Wikidata property related to law and justice'@en"
P10516,2,SINGULART artist ID'@en,Wikidata property for authority control for artists'@en
P10559,2,KSH code (historical)'@en,Wikidata property for authority control for administrative subdivisions'@en
P10662,2,IndexCat ID'@en,Wikidata property for authority control (libraries)'@en
P10666,2,IPU chamber ID'@en,Wikidata property for an identifier'@en
P10701,2,Reflora ID'@en,"Wikidata property to identify taxa'@en,'Wikidata property related to plants and botany'@en"
P10705,2,Historic Oregon Newspapers ID'@en,Wikidata property for authority control for the media'@en
P10706,2,DACS ID (2022)'@en,Wikidata property for authority control for artists'@en
P10715,2,Investopedia term ID'@en,"Wikidata property related to subject dictionaries'@en,'Wikidata property for an identifier'@en,'Wikidata property related to economics'@en,'Wikidata property related to encyclopedias'@en"
P10757,2,Personality Database profile ID'@en,"Wikidata property to identify persons'@en,'Wikidata property to identify fictional characters'@en,'Wikidata property for an identifier that generally has just one value, but rarely can have two or more values for the same entity'@en"
P10759,2,Linz DB ID'@en,Wikidata property to identify artworks'@en
P10760,2,MCCP ID'@en,Wikidata property to identify artworks'@en
P10762,2,IRIS UNIMORE author ID'@en,"Wikidata property for authority control (open-access repositories)'@en,'Wikidata property for authority control for people'@en,'Wikidata property for an identifier that suggests notability'@en"
P10811,2,Scottish Highland Bridges ID'@en,Wikidata property to identify bridges'@en
P1084,2,EUL editions'@en,"Wikidata property to identify books'@en,'Wikidata property for authority control (libraries)'@en"
P10887,2,,
P10902,2,,
P10939,2,,
P10975,2,,
P11000,2,,
P11014,2,,
P11057,2,,
P11065,2,,
P1107,2,proportion'@en,"Wikidata qualifier'@en,'Wikidata property related to ratios and proportions'@en,'restrictive qualifier'@en"
P11131,2,,
P11215,2,,
P1128,2,employees'@en,"Wikidata property for number of people'@en,'Wikidata property for items about corporations'@en"
P11343,2,,
P1142,2,political ideology'@en,"Wikidata property for items about works'@en,'Wikidata property related to politics'@en,'Wikidata property for items about people or organisations'@en"
P1150,2,Regensburg Classification'@en,Wikidata property related to a library classification (topics)'@en
P1163,2,media type'@en,"Wikidata property for an identifier'@en,'Wikidata property to describe media items'@en"
P1196,2,manner of death'@en,"Wikidata property for birth or death'@en,'Wikidata property for items about people'@en"
P122,2,basic form of government'@en,"Wikidata property related to politics'@en,'Wikidata property related to government and state'@en"
P1242,2,Theatricalia play ID'@en,"Wikidata property for authority control for works'@en,'Wikidata property for items about plays'@en"
P1252,2,AUSTLANG code'@en,"Wikidata property for items about languages'@en,'Wikidata property for an identifier that suggests notability'@en"
P1269,2,facet of'@en,"Wikidata qualifier'@en,'Wikidata property'@en"
P1286,2,Munzinger Pop ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property to identify organizations'@en,'Wikidata property related to music'@en"
P1353,2,original spelling'@en,"Wikidata qualifier'@en,'Wikidata property with datatype string that is not an external identifier'@en"
P1355,2,number of wins'@en,"Wikidata qualifier'@en,'Wikidata property related to sport organizations'@en,'Wikidata property related to sports people'@en"
P1356,2,number of losses'@en,"Wikidata property related to sport organizations'@en,'Wikidata property related to sports people'@en"
P1397,2,State Catalogue of Geographical Names (Russia) ID'@en,Wikidata property for authority control for places'@en
P1399,2,convicted of'@en,"Wikidata property related to law and justice'@en,'Wikidata property for items about people or organisations'@en"
P1401,2,bug tracking system'@en,Wikidata property for items about software'@en
P141,2,IUCN conservation status'@en,"Wikidata property for a classification scheme'@en,'Wikidata property for items about taxa'@en"
P1411,2,nominated for'@en,"Wikidata property related to awards, prizes and honours'@en,'Wikidata property for items about people or organisations'@en"
P1435,2,heritage designation'@en,Wikidata property'@en
P1438,2,Jewish Encyclopedia ID (Russian)'@en,"Wikidata property for an identifier'@en,'Wikidata property related to encyclopedias'@en,'Wikidata property related to Judaism and the Jewish people'@en"
P1439,2,Norwegian filmography ID'@en,"Wikidata property to identify films'@en,'Wikidata property for an identifier that suggests notability'@en"
P1593,2,defender'@en,"Wikidata property for items about people'@en,'Wikidata property related to events'@en,'Wikidata property related to law and justice'@en"
P163,2,flag'@en,"Wikidata property for items about organizations'@en,'Wikidata property related to government and state'@en"
P1652,2,referee'@en,Wikidata property related to sport events'@en
P1735,2,Comedien.ch ID'@en,Wikidata property for authority control for people'@en
P1766,2,place name sign'@en,"Wikidata property to link to Commons'@en,'Wikidata property for items about places'@en,'Wikidata property linking to a representative image'@en"
P1799,2,Maltese Islands National Inventory of Cultural Property ID'@en,Wikidata property for authority control for cultural heritage'@en
P1800,2,Wikimedia database name'@en,"Wikidata property about Wikimedia entities'@en,'Wikidata property for an identifier that suggests notability'@en,'Wikidata property for an identifier value that can be replaced'@en"
P1839,2,US Federal Election Commission ID'@en,Wikidata property for authority control for politicians'@en
P1855,2,Wikidata property example'@en,"Wikidata property for property documentation'@en,'Wikidata property using many other properties as qualifiers'@en"
P1870,2,Name Assigning Authority Number'@en,Wikidata property to identify organizations'@en
P1877,2,after a work by'@en,"Wikidata property for items about works'@en,'Wikidata property related to art'@en"
P1884,2,hair color'@en,"Wikidata property for items about people'@en,'Wikidata property related to color'@en,'Wikidata property used as \""depicts\"" (P180) qualifier on Commons'@en"
P1922,2,first line'@en,Wikidata property for items about works'@en
P1950,2,second family name in Spanish name'@en,"Wikidata property for items about people'@en,'Wikidata property to indicate a name'@en"
P1966,2,Biblioteca Nacional de Chile catalogue number'@en,Wikidata property for an identifier'@en
P1978,2,USDA NDB number'@en,"Wikidata property to identify substances'@en,'Wikidata property related to food and eating'@en"
P199,2,business division'@en,Wikidata property for items about corporations'@en
P200,2,inflows'@en,Wikidata property for items about lakes'@en
P2018,2,Teuchos ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to the Ancient World'@en"
P2040,2,CITES Species+ ID'@en,Wikidata property to identify taxa'@en
P2064,2,KNApSAcK ID'@en,Wikidata property to identify substances'@en
P2079,2,fabrication method'@en,Wikidata property related to processes and manufacturing'@en
P208,2,executive body'@en,Wikidata property related to government and state'@en
P2089,2,Library of Congress JukeBox ID (former scheme)'@en,"Wikidata property for a former identification scheme'@en,'Wikidata property for authority control of musicians and musical ensembles'@en"
P2153,2,PubChem Substance ID (SID)'@en,"Wikidata property to identify substances'@en,'Wikidata property for an identifier'@en"
P2173,2,BBC News Democracy Live ID'@en,"Wikidata property for a discontinued website'@en,'Wikidata property for authority control for politicians'@en"
P2187,2,BiblioNet publication ID'@en,Wikidata property for authority control for works'@en
P2192,2,endangeredlanguages.com ID'@en,"Wikidata property for an identifier'@en,'Wikidata property for items about languages'@en"
P2210,2,relative to'@en,"Wikidata qualifier'@en,'restrictive qualifier'@en"
P2255,2,Debrett\'s People of Today ID'@en,Wikidata property for authority control for people'@en
P2307,2,namespace'@en,"Wikidata qualifier'@en,'Wikidata property with datatype string that is not an external identifier'@en,'Wikidata property to indicate a constraint'@en"
P2316,2,constraint status'@en,"Wikidata qualifier'@en,'Wikidata property to indicate a constraint'@en"
P232,2,EC number'@en,"Wikidata property to identify substances'@en,'Wikidata property for an identifier having a checksum'@en"
P2341,2,indigenous to'@en,Wikidata property'@en
P2380,2,French Sculpture Census artist ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to sculpture'@en"
P2413,2,FMD magazine ID'@en,"Wikidata property for authority control for works'@en,'Wikidata property related to fashion'@en,'Wikidata property for authority control for the media'@en"
P2443,2,stage reached'@en,"Wikidata qualifier'@en,'Wikidata property related to sport'@en"
P2498,2,Catalan Biographical Dictionary of Women ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to women and feminism'@en,'Wikidata property related to biographical dictionaries'@en"
P2562,2,married name'@en,"Wikidata property to indicate a name'@en,'Wikidata property related to women and feminism'@en"
P2596,2,culture'@en,Wikidata property'@en
P2607,2,BookBrainz author ID'@en,"Wikidata property for authority control, with reciprocal use of Wikidata'@en,'Wikidata property for authority control for writers'@en,'Wikidata property for an identifier that does not imply notability'@en"
P2625,2,PASE ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to the Middle Ages'@en"
P2666,2,Datahub page'@en,Wikidata property for authority control for works'@en
P2679,2,author of foreword'@en,"Wikidata property for items about books'@en,'Wikidata property associated with people'@en"
P2705,2,Karate Records ID'@en,Wikidata property for authority control for karateka'@en
P2720,2,embed URL template'@en,"Wikidata property for property documentation'@en,'Wikidata property for an identifier'@en,'Wikidata property with datatype string that is not an external identifier'@en"
P2762,2,CTBUH Skyscraper Center building complex ID'@en,Wikidata property to identify architectural structures'@en
P286,2,head coach'@en,"Wikidata property related to sport organizations'@en,'Wikidata property related to sports people'@en"
P2876,2,type of unit for this property'@en,Wikidata property for property documentation'@en
P2897,2,Eldoblaje Movie ID'@en,Wikidata property to identify films'@en
P2912,2,distinctive jersey'@en,Wikidata property related to cycling'@en
P2917,2,COAM structure ID'@en,"Wikidata property to identify architectural structures'@en,'Wikidata property related to architecture'@en"
P2946,2,BacDive ID'@en,Wikidata property to identify taxa'@en
P2952,2,Boat of Heritage Interest ID'@en,"Wikidata property for authority control for cultural heritage'@en,'Wikidata property related to maritime and inland waterway transport'@en"
P297,2,ISO 3166-1 alpha-2 code'@en,"Wikidata property for an international standard identifier'@en,'Wikidata property for authority control for countries'@en,'Wikidata property for an identifier value that can be re-assigned'@en"
P2984,2,Snapchat username'@en,Wikidata property to identify online accounts'@en
P3006,2,Marine Regions Geographic ID'@en,"Wikidata property for an identifier'@en,'Wikidata property for items about bodies of water'@en,'Wikidata property for an identifier that suggests notability'@en"
P3031,2,EPPO Code'@en,"Wikidata property to identify taxa'@en,'Wikidata property related to plants and botany'@en,'Wikidata property for an identifier that suggests notability'@en"
P3037,2,spatial reference system'@en,Wikidata property'@en
P3130,2,NSW Flora ID'@en,"Wikidata property to identify taxa'@en,'Wikidata property related to plants and botany'@en,'Wikidata property for an identifier that suggests notability'@en"
P3132,2,last line'@en,Wikidata property for items about works'@en
P3176,2,uses property'@en,Wikidata property'@en
P3224,2,NAICS code'@en,"Wikidata property for a classification scheme'@en,'Wikidata property for authority control for industries and economic activities'@en"
P3236,2,PhilPapers publication ID'@en,"Wikidata property related to philosophy'@en,'Wikidata property for authority control for academic journals'@en"
P3240,2,NBN System Key'@en,"Wikidata property for authority control'@en,'Wikidata property to identify taxa'@en"
P3248,2,OKP ID of the good or service'@en,"Wikidata property for a classification scheme'@en,'Wikidata property for identifiers in registers of goods and services'@en"
P3258,2,LiveJournal ID'@en,Wikidata property to identify online accounts'@en
P3292,2,DocCheck Flexikon De ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to medicine'@en,'Wikidata property related to encyclopedias'@en"
P3320,2,board member'@en,Wikidata property for items about organizations'@en
P3324,2,petit-patrimoine.com ID'@en,Wikidata property for authority control for cultural heritage'@en
P3340,2,Kvikmyndir film ID'@en,Wikidata property to identify films'@en
P3371,2,Observatoire du Patrimoine Religieux ID'@en,"Wikidata property to identify architectural structures'@en,'Wikidata property for authority control for places of worship'@en,'Wikidata property related to Christianity'@en"
P3383,2,film poster'@en,"Wikidata property to link to Commons'@en,'Wikidata property for items about films'@en,'Wikidata property linking to a representative image'@en"
P3436,2,AELG ID'@en,Wikidata property for authority control for writers'@en
P344,2,director of photography'@en,"Wikidata property for items about films'@en,'Wikidata property related to photography'@en"
P3442,2,Debian stable package'@en,"Wikidata property for authority control for works'@en,'Wikidata property for items about software'@en"
P3453,2,IPI base code'@en,"Wikidata property for an identifier having a checksum'@en,'Wikidata property related to copyright'@en"
P3470,2,Woodland Trust wood ID'@en,"Wikidata property to indicate a location'@en,'Wikidata property for an identifier'@en"
P3498,2,ZNIEFF ID'@en,Wikidata property for authority control for protected areas'@en
P3511,2,VGMDb organization ID'@en,"Wikidata property to identify record labels'@en,'Wikidata property to identify video game companies and professionals'@en"
P3514,2,U.S. National Geodetic Survey ID'@en,"Wikidata property for authority control for places'@en,'Wikidata property related to geology'@en"
P3526,2,wisden.com ID'@en,"Wikidata property for authority control for cricketers'@en,'Wikidata property for an identifier that suggests notability'@en"
P3528,2,Luding game ID'@en,"Wikidata property for authority control for works'@en,'Wikidata property related to games and leisure activities'@en"
P355,2,subsidiary'@en,"Wikidata property for items about organizations'@en,'Wikidata property for items about corporations'@en"
P3557,2,World Curling Federation ID'@en,"Wikidata property for authority control for curlers'@en,'Wikidata property for an identifier that suggests notability'@en"
P3559,2,maximum size or capacity'@en,"Wikidata property for items about software'@en,'Wikidata property for items about computer hardware'@en"
P3579,2,Sina Weibo user ID'@en,"Wikidata property to identify online accounts'@en,'Wikidata property for authority control for people'@en,'Wikidata property to identify organizations'@en,'Wikidata property for an identifier that does not imply notability'@en,'Wikidata property related to websites'@en"
P3601,2,MarineTraffic Lighthouse ID'@en,Wikidata property to identify lighthouses'@en
P3606,2,BOLD Systems taxon ID'@en,Wikidata property to identify taxa'@en
P3621,2,Darts Database player ID'@en,"Wikidata property related to precision sports'@en,'Wikidata property for authority control for sports people'@en"
P3646,2,Naismith Memorial Basketball Hall of Fame ID'@en,"Wikidata property related to basketball'@en,'Wikidata property related to a sports hall of fame'@en,'Wikidata property for authority control for sports people'@en"
P3670,2,Tennis Archives player ID'@en,Wikidata property for authority control for tennis players'@en
P3692,2,NCAA.com team ID'@en,"Wikidata property to identify organizations'@en,'Wikidata property related to sport organizations'@en,'Wikidata property related to college sports'@en"
P3700,2,NHF player ID'@en,"Wikidata property related to handball'@en,'Wikidata property for an identifier that suggests notability'@en,'Wikidata property for authority control for sports people'@en"
P3704,2,KMDb film ID'@en,Wikidata property to identify films'@en
P3710,2,Jewish Encyclopedia Daat ID'@en,"Wikidata property related to encyclopedias'@en,'Wikidata property related to Judaism and the Jewish people'@en"
P3714,2,Recreation.gov point of interest ID'@en,"Wikidata property to identify architectural structures'@en,'Wikidata property related to tourism'@en"
P3724,2,USHMM Holocaust Encyclopedia ID'@en,"Wikidata property related to the Holocaust'@en,'Wikidata property for authority control for cemeteries'@en,'Wikidata property related to encyclopedias'@en"
P3732,2,PhilPapers record'@en,"Wikidata property for authority control for works'@en,'Wikidata property related to philosophy'@en"
P374,2,INSEE municipality code'@en,Wikidata property for authority control for administrative subdivisions'@en
P3758,2,DOCOMOMO Ibérico ID'@en,"Wikidata property to identify architectural structures'@en,'Wikidata property for an identifier that suggests notability'@en"
P3759,2,SAHRA heritage site ID'@en,"Wikidata property for authority control for cultural heritage'@en,'Wikidata property for authority control for places'@en,'Wikidata property for an identifier that suggests notability'@en"
P3785,2,danskefilm film ID'@en,Wikidata property to identify films'@en
P3796,2,Bureau of Meteorology station ID'@en,"Wikidata property to identify architectural structures'@en,'Wikidata property for an identifier that suggests notability'@en"
P38,2,currency'@en,Wikidata property related to economics'@en
P3811,2,Evidence & Conclusion Ontology ID'@en,"Wikidata property for authority control'@en,'Wikidata property for an identifier'@en,'Wikidata property related to biology'@en"
P3827,2,JSTOR topic ID'@en,Wikidata property for authority control'@en
P3882,2,Tilastopaja female athlete ID'@en,"Wikidata property for authority control for athletics competitors'@en,'Wikidata property related to women\'s sport'@en"
P3887,2,KVAB member ID'@en,"Wikidata property for authority control (academies)'@en,'Wikidata property for authority control for people'@en"
P3921,2,Wikidata SPARQL query equivalent'@en,"Wikidata property with datatype string that is not an external identifier'@en,'Wikidata property about Wikimedia entities'@en"
P3931,2,copyright holder'@en,"Wikidata property for items about works'@en,'Wikidata property related to law and justice'@en,'Wikidata property related to art'@en,'Wikidata property associated with people'@en,'Wikidata property related to copyright'@en"
P3933,2,Cinema.de ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property for identification in the film industry'@en,'Wikidata property to identify films'@en"
P3938,2,named by'@en,"Wikidata qualifier'@en,'Wikidata property associated with people'@en"
P3960,2,Base biographique AUTOR ID'@en,Wikidata property for authority control for architects'@en
P3976,2,BVMC work ID'@en,"Wikidata property for authority control for works'@en,'Wikidata property related to literature'@en,'Wikidata property for authority control (libraries)'@en"
P3981,2,Misjonsarkiv person ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to Lutheranism'@en,'Wikidata property related to archives'@en"
P4004,2,escutcheon image'@en,"Wikidata property to link to Commons'@en,'Wikidata property linking to a representative image'@en"
P4007,2,DBS ID'@en,"Wikidata property for authority control for places'@en,'Wikidata property to identify organizations'@en"
P4065,2,Argentine Olympic Committee athlete ID'@en,"Wikidata property related to a National Olympic or Paralympic Committee'@en,'Wikidata property for authority control for sports people'@en"
P4102,2,Atlas of Hillforts ID'@en,"Wikidata property related to Ireland'@en,'Wikidata property for an identifier that suggests notability'@en"
P4112,2,danskfilmogtv person ID'@en,Wikidata property for an identifier'@en
P4115,2,INSPIRE ID'@en,Wikidata property for an identifier'@en
P415,2,radio format'@en,Wikidata property for items about works'@en
P4161,2,Michelin Voyages ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to tourism'@en"
P417,2,patron saint'@en,Wikidata property related to Christianity'@en
P4178,2,Beazley Archive Pottery Database ID'@en,Wikidata property for authority control for works'@en
P4211,2,Bashkir encyclopedia (Russian version) ID (former scheme)'@en,"obsolete Wikidata property'@en,'Wikidata property for an identifier'@en,'Wikidata property related to encyclopedias'@en"
P4215,2,nLab ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to mathematics'@en"
P4217,2,UK Electoral Commission ID'@en,"Wikidata property related to politics'@en,'Wikidata property for an identifier that suggests notability'@en"
P4232,2,Figshare author ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property for an identifier that does not imply notability'@en"
P426,2,aircraft registration'@en,"Wikidata property related to aircraft'@en,'Wikidata property for an identifier that does not imply notability'@en,'Wikidata property used as \""depicts\"" (P180) qualifier on Commons'@en"
P4260,2,NPB player ID'@en,"Wikidata property for authority control for baseball players'@en,'Wikidata property for an identifier that suggests notability'@en"
P4275,2,Japanese Database of National important cultural properties'@en,Wikidata property for authority control for cultural heritage'@en
P4330,2,contains'@en,"Wikidata property'@en,'Wikidata property used as \""depicts\"" (P180) qualifier on Commons'@en"
P4333,2,GenBank assembly accession number'@en,"Wikidata property for authority control'@en,'Wikidata property related to biology'@en"
P4351,2,Cravo Albin artist ID'@en,"Wikidata property related to encyclopedias'@en,'Wikidata property for authority control of musicians and musical ensembles'@en"
P4394,2,NeuroNames ID (plain mode)'@en,"Wikidata property for authority control'@en,'Wikidata property for an identifier'@en,'Wikidata property related to medicine'@en,'Wikidata property related to biology'@en"
P4398,2,Canada\'s Sports Hall of Fame athlete ID'@en,"Wikidata property related to a sports hall of fame'@en,'Wikidata property for authority control for sports people'@en"
P4409,2,Baseball Almanac ID'@en,"Wikidata property for authority control for baseball players'@en,'Wikidata property for an identifier that suggests notability'@en"
P4415,2,Sport Australia Hall of Fame inductee ID'@en,"Wikidata property related to a sports hall of fame'@en,'Wikidata property for authority control for sports people'@en"
P4416,2,Quebec Sports Hall of Fame ID'@en,"Wikidata property related to a sports hall of fame'@en,'Wikidata property for authority control for sports people'@en"
P4431,2,Google Doodle'@en,Wikidata property for an identifier that suggests notability'@en
P4462,2,Canadian Baseball Hall of Fame inductee ID'@en,"Wikidata property related to baseball'@en,'Wikidata property related to a sports hall of fame'@en,'Wikidata property for authority control for sports people'@en"
P4467,2,Twitch category ID'@en,Wikidata property related to video game streaming'@en
P447,2,review score by'@en,"Wikidata qualifier'@en,'Wikidata property for items about works'@en"
P4474,2,International Boxing Hall of Fame boxer ID'@en,"Wikidata property related to a sports hall of fame'@en,'Wikidata property related to boxing'@en,'Wikidata property for authority control for sports people'@en"
P4513,2,Africultures movie ID'@en,Wikidata property to identify films'@en
P4515,2,Prisma ID'@en,Wikidata property for authority control'@en
P4527,2,UK Parliament thesaurus ID'@en,"Wikidata property related to politics'@en,'Wikidata property for an identifier that does not imply notability'@en,'Wikidata property related to a thesaurus'@en"
P4560,2,National Collegiate Basketball Hall of Fame ID'@en,"Wikidata property related to basketball'@en,'Wikidata property related to a sports hall of fame'@en,'Wikidata property related to college sports'@en,'Wikidata property for authority control for sports people'@en"
P4569,2,BPH journal ID'@en,"Wikidata property related to plants and botany'@en,'Wikidata property for authority control for academic journals'@en,'Wikidata property for an identifier that suggests notability'@en"
P4647,2,location of first performance'@en,"Wikidata property for items about works'@en,'Wikidata property for specifying the location of an event'@en"
P4686,2,Carnegie Museum of Art ID'@en,Wikidata property to identify artworks'@en
P47,2,shares border with'@en,Wikidata property to indicate a location'@en
